,User,Location
8366,RENIAJ2,
8367,miguelidarragah,"Pereira, Risaralda, Colombia"
8368,castelblanco69,
8369,carlopez5819,
8370,mtonyrr,
8371,WIMABOK,
8372,Pichu350,EN LA DERECHA! 
8373,Alpachon,"Moscú, Rusia"
8374,maogarciabotero,medellin colombia
8375,OscarCa80877411,"Florida, Colombia"
8376,Pacheco9627,Colombia 🇨🇴📍
8377,aldexdark1927,"Cúcuta, Colombia"
8378,gustarano,
8379,gustavopadillao,"Cali, Colombia"
8380,IgnacioEchavar6,"Bogotá, D.C., Colombia"
8381,NotiOlga,Colombia
8382,JuanchoSoy2,Júpiter
8383,don_quien,"Bogotá, D.C., Colombia"
8384,agasesores,ESTADO VARGAS VENEZUELA
8385,cristy2229,"Bogotá, D.C., Colombia"
8386,miguelherzam2,Bogotá
8387,Uncriticomas123,
8388,cardenasjorgee,COLOMBIA PAPÁ!!!
8389,gobusinessnow,57-3505238221
8390,joviandsammy,COLOMBIA
8391,alejogrita,"Bogotá, Colombia"
8392,freddy_perez08,Bogotá - Colombia
8393,jaramillolujan,"Bogotá, Colombia "
8394,Valereyruiz,"Medellín, Colombia"
8395,cjaxtrixt3x,Quindío - Bogotá - las ruinas
8396,Jessica41105115,Colombia
8397,CortesEmir,(acacias- meta)
8398,MaraJos24607884,
8399,Dulcineakroos,🇨🇱🇨🇴
8400,MaritzaMReina,
8401,rojas_gustavo69,un rincón de mi planeta azul 
8402,MelinaLayton,Bogotá/Toulouse
8403,ndrescolombia,
8404,andresdiaz7,"Cali, Colombia"
8405,GMM411711,
8406,Pablo04968032,
8407,diegomendez_zd,Ciudad Autónoma de Buenos Aire
8408,fmachado021,Cali Colombia
8409,AndresPretel9,
8410,nirsita,
8411,chistosito1,En las calles del mundo.
8412,deisy_avilan,Colombia
8413,mariannamarkets,Cali - Colombia
8414,soloesdavid,
8415,AndersonZapataS,"Quindio, Colombia"
8416,cashgenious,"Bogotá, D.C., Colombia"
8417,mafe_jorge,"València,PV., España"
8418,Pecoralt,Tokio 
8419,gdcamelo,Cali Valle
8420,JuanJoX579,Pereira /Palmira /Mexico
8421,LuchaProDerecho,"Philadelphia, Pennsylvania"
8422,lquelosembolata,
8423,ChileLibreSiem1,
8424,Cristia16578738,"Viña del Mar, Chile"
8425,AlexisPotes4,
8426,licelys_perez,
8427,StivenMirandaJ,Bogota Colombia
8428,ZANCHITO1,"Facatativá, Colombia"
8429,Fernand46357857,United States
8430,puzkas,En algún lugar de la mancha
8431,JuanSierra8010,"Bogotá, D.C., Colombia"
8432,CalpaRichard,
8433,laTorreAndresG,
8434,Juandlh29,Colombia
8435,IntlFromBelow,
8436,johnalxer,Cali
8437,14wombat1,Europe
8438,mil_scot,Central Scotland
8439,LuisJua60099728,
8440,Analysingthewo1,
8441,jlosadapolanco,
8442,MerlinElParla2,"Cali, Colombia"
8443,supercatrina66,Colombia
8444,TysonUribeVelez,"Cali, Colombia"
8445,sauterelle21,Berlin. Bogotá. Rio de Janeiro.
8446,andreaberjim03,
8447,Fenty36346845,
8448,LinusEkenstam,Subscribe to my substack
8449,Camilo8791,
8450,ErikdesdeCali,
8451,SisasSoyWilliam,3.5216° N 76.4170° W.
8452,MariaUribe64,"Medellín /Atlanta, GA"
8453,DarioSaloon1,King's Landing
8454,CaliResistencia,Springfield
8455,HieloSubmarin,ROLLYWOOD
8456,OnadaExpansiva,
8457,Leylacanci71,
8458,valencia0169,Hong Kong
8459,NoOlvidar13,
8460,MGiseH,Argentina
8461,ValenciaGuille8,xiaobei
8462,Bio_Philo_SZA,"Northampton, MA"
8463,1972GreenBeret,
8464,hiperwashdetail,"Washington, D.C. USA"
8465,eduardo113113,
8466,Valenti03379774,
8467,ElDani07800084,"Santiago, Chile"
8468,esprimeralinea,"Oaxaca de Juárez, Oax. México"
8469,ColombianLDC,Worldwide
8470,FrederikMedel,"Medellín, Colombia"
8471,Elsenador_,🇺🇸
8472,TauOmega3,"Santiago, Chile"
8473,Vozsilente,Chile
8474,JosAndr19687426,"La Pintana, Chile"
8475,juanher37841433,
8476,anavioletarojas,"Pachacamac, Peru"
8477,bobsparz,Lima Perú
8478,fcogaetep,Santiago
8479,GiulianaParga,Viña del Mar
8480,Cristobal_TC,Viña del Mar
8481,DeObstetrasPeru,
8482,AnyG2015,Entre Chile 🇨🇱 y el Mundo 🌎
8483,RuGar_V,502
8484,escuelaavila,"Ávila, España"
8485,Sup_Policia,España
8486,AlejoBlackSoul,"Santiago, Chile"
8487,salvaje_vida,Chile
8488,anitaherpz,En este bello mundo .
8489,jorgerivas_2012,Mulchen
8490,Olmos2021,"Hualpén, Chile"
8491,ingok27,"Providencia, Chile"
8492,FPMR_Chile,
8493,Skorpen52,Santiago de Chile
8494,Kedoms,
8495,patricio1312,Chile
8496,gloria_patriota,@PartidoRepublicano 
8497,jogureto,BOGOTA
8498,CansonaMorra,
8499,mabicho,Colombia
8500,wilromerol,"Medellín, Colombia"
8501,JhoanManuelMed2,Rumanía
8502,masbono,Colombia
8503,diyalid,
8504,Surfwolf_,surfeando.....🏄‍♂️
8505,otroandres_19,
8506,OskarHernndez0,Colombia
8507,raisepoker66,
8508,duende_cillo7,Chile 🇨🇱
8509,lindasaa8,"Santiago, Chile"
8510,FreduUrango,"Pereira, Colombia"
8511,PaulystiK,Santiago de Chile
8512,askher90,
8513,COQUITO_19,"Bogotá, D.C., Colombia"
8514,uribendito2022,"Bogotá, DC, Colombia"
8515,soldado_wilson,cali
8516,Juanpatojo1981,
8517,selva_marion,La realidad relativa
8518,salchiipapas,Colombia
8519,Haroldhch,"Valparaíso, Chile"
8520,OmarCar48405743,
8521,PatrickJavier__,
8522,alkalasam,
8523,FENASPE1,Ecuador
8524,IT_RangelLuna13,
8525,ZenSiete00,102525 - 753131
8526,DonGabetoX6,"Bogotá, D.C., Colombia"
8527,migmartin2466,bogota
8528,CarlosCBol,Bogotá
8529,AEC2911,
8530,santiagosar,"Bogotá, D.C., Colombia"
8531,ElNegroRoble,
8532,PongamosPereque,Mamer Town. 
8533,HumbertoGngora1,
8534,yojanacomosuena,
8535,JotaBD,"Planeta Tierra, por ahora."
8536,ParcheSpace,Colombia🇨🇴🇨🇴🇨🇴
8537,VictorM06173080,
8538,leonmario06,Florida
8539,MarioGo55818554,
8540,i_m_henry,
8541,NadiFadia,🇱🇧على الصخرة 
8542,mateciano1,
8543,larepublicapop,"Popayán, Colombia"
8544,OscarGm03972163,
8545,ingnestorjavier,Cartagena
8546,Andresobre,
8547,o_agudelo75,
8548,lotvx,Cali / Colombia
8549,JonathanDuranO2,
8550,gcabrera1994,planeta 🌏 marte
8551,jamerchica,Bogotá / Miami
8552,col_linea,
8553,qristiam,valledupar
8554,FNarvaezAbogado,
8555,ManzurEnrique,"Los Angeles, CA"
8556,oswal_rivera,"Bucaramanga, Colombia"
8557,LilianaMelo,New York
8558,rowdywolfsouth,🌐🇺🇳
8559,FEDESSP_Mich,
8560,suadmorad,Envigado
8561,PatrocinioDL,"Victoria, Tamaulipas"
8562,OaxacaFedessp,"Oaxaca,México"
8563,primeralineade,
8564,Ricardo49531113,
8565,Fer_Gutierrez_0,"Santa Fe, Argentina"
8566,FEDESSP,MÉXICO
8567,SebastianGue2,"Bogotá, D.C., Colombia"
8568,s_vitalia,✨VIÑADMAR✨IQQ✨
8569,Paradise1A,
8570,pacoangelm,"Oaxaca, México"
8571,COAOAmbiental,"Oaxaca, México"
8572,HugoTagle,Santiago de Chile
8573,antoniobustosc,
8574,MiYOPolitico2,
8575,lachivaalerta,Colombia
8576,Igavec_Noticias,México
8577,PedroMatias8,Oaxaca
8578,Pau_Rios_,"Oaxaca, Oax., Méx."
8579,presidentekast,"Santiago, Chile"
8580,DonMuttley,Beyond
8581,pilaruramos,
8582,WilsonGaviriaO2,
8583,BienTwitero,"Chilezuela,  Talibania"
8584,NOCOMOCUENTO01,Cualquier parte de Colombia
8585,salud_cut,
8586,RomanovTrainer,Medellin
8587,asi_lo_queri,
8588,mdasis,Barranquilla
8589,emiliamarian,Argentina
8590,luisunamrebel,
8591,PrimeraLineaAM,Ciudad de México
8592,Freddymor817,Medellín Antioquia
8593,LaJornadaBC,Tijuana Mexicali Ensenada
8594,LaHijaDeThanos,💙Mi Mundo💙
8595,MayroOsma,Medellin
8596,janethmartine14,cali colombiaP
8597,FdoDuarte,Colombia
8598,Policia_NivelEj,
8599,dboxradio,LATAM
8600,Ing_Felipe_,Colombia
8601,ArqTrooper,"Santiago, Chile."
8602,jfhhoyos,Santiago de Cali
8603,apmorriz,"Bogotá, D.C., Colombia"
8604,filexmaster,Concepción Chile
8605,cfigueroaa,chile
8606,ElbaInvest,"Adeje, España"
8607,brigardmartinez,"Bogotá, D.C., Colombia"
8608,Sumercequeopina,el mundo
8609,SargentoYosa,México
8610,vivianaapolo,
8611,OsMaFco,"Oaxaca de Juárez, Oaxaca"
8612,Gelosnivon,
8613,chelo1215,Bogotá - Colombia
8614,CampusCarlosg,Cali
8615,cempu555,Colombia
8616,JIMOTE,Bogotá
8617,indeciperu,Lima - Perú
8618,AmorEternoCrist,
8619,lopezcarvajal23,EN TODO TERRITORIO NACIONAL
8620,TremendoTopic,
8621,eandrescardona,Santiago de Cali
8622,jocamcerv89,
8623,yimmys,Space
8624,siaradio,"Bogotá, Colombia"
8625,Laurapinzonb,
8626,ElbogaNet,"Tolima, Colombia"
8627,eddibm,"Bogotá, Colombia"
8628,Cr7Jurios,
8629,moraflorezlucia,
8630,Margari25309160,
8631,barrioalante,El Barrio 
8632,Charlesmorris23,Soacha
8633,CNotfor,
8634,undiamasen,
8635,NOcomacuento,Colombia
8636,JackGamerXD,En lo mas alto de la humanidad
8637,villadim,"Medellín, Antioquia"
8638,joychenriquez,Chillán-Chile
8639,ericahenriquezo,Libre pensadora
8640,PattyBust,Barranquilla
8641,frankelbaby,
8642,Adrgpz1,
8643,IntiLady,Ibarra
8644,cesarau1610,"Humadea, Meta. "
8645,samuelson76,Schweiz
8646,Porunmu31089465,
8647,Juank_Jem_C,Quito
8648,Nihil7Overcome,STGOSMOG
8649,AntonioCR1974,"Boyacá, Colombia"
8650,fggalarraga,Buenos Aires
8651,macorepe,Bogotá D.C. (Colombia)
8652,VianaDidier,Medellín colombia 
8653,DonSmithBR,
8654,aztecapuebla,"Puebla, México"
8655,JMartusech,
8656,zuletajf,
8657,optreas,Colombia
8658,lualcorg8,Ecuador
8659,_Fevernova_,
8660,johamorenoG,Colombia
8661,smider_restrepo,"Quito, Ecuador"
8662,NayeliSagaon,
8663,NormaCuadrosG,Bogotá Colombia
8664,george_galvis,"Oakland, CA"
8665,HumanCOLvoice,
8666,dianapolanco22,
8667,kim_hoyos,"Los Angeles, CA"
8668,franmarg,Venezuela
8669,nvtvxhv,htx
8670,Jhoam23,
8671,fkrgl,
8672,yaritzapereira,bogota - Soacha
8673,laura_velaides,"Cartagena, Colombia"
8674,AlvaroJoseN91,Estados Unidos
8675,Lauramonsa,New york
8676,ColBitacora,Colombia
8677,gentrificarNo,muy lejos
8678,Nellypolosai,
8679,doble_hpta,
8680,Amparitocasti10,
8681,car_172,La Grita- Edo. Tachira 
8682,ArielMA1963,Cuba
8683,Puntocritico96,
8684,KatalynaDurango,"Envigado, Colombia"
8685,NaxaRock,Zona 0
8686,Creativoloco,Colombia
8687,GuamanJhoan,
8688,krol90210,Colombia
8689,JohanRe40339382,
8690,CANDELA74409853,
8691,Isamardulce88,En la NATURALEZA 🌱🌿🌼
8692,DEISYMAR_TRU,
8693,OrientalS458,Venezuela
8694,KLileyka,
8695,FncPablo,"Miranda, Venezuela"
8696,UPDIApamates2,
8697,Leu2312,"Guárico, Venezuela"
8698,eopcastro,Venezuela
8699,CedenoBpdi,
8700,shelovesmebot,
8701,Fredy_Denko,"Bogotá, D.C., Colombia"
8702,juanpablo971018,"Bogotá, D.C., Colombia"
8703,Natajoignant,"Santiago, Chile"
8704,EdgardSolorzan2,Nicaragua
8705,arroba_name,
8706,juancarlosgut,Colombia
8707,Flakjok,"Madrid, Comunidad de Madrid"
8708,CorreaBluas,Providencia
8709,Juanca151,"Los Angeles, CA"
8710,juve_5_azuay,🅔🅒🅤🅐🅓🅞🅡 - 🅐🅩🅤🅐🅨 - 
8711,redvilla,Chile
8712,RNewen1,
8713,StephyCar,"Lima, PERU"
8714,mix_rb,
8715,queroldina,"Chile, donde se violan DDHH 😪"
8716,MauricioLoboR,Bogotá
8717,MusicGetaways,Florida
8718,rogervalencia,Moon Valley
8719,Sharon_Gablez,
8720,LEYSONALBERTO,
8721,CryptoPhillips,
8722,valeria26755362,
8723,josser01,"Medellín, Colombia"
8724,640Isabela,
8725,RobbyDrag11,
8726,Yeye21281949,
8727,lacampana_acero,Colombia - Bogotá.
8728,Octano_Colombia,"Madrid, Colombia"
8729,UNALmedellin,"Medellín, Colombia"
8730,AosPolicia,"Bogotá, Colombia"
8731,electronicaya,Bogotá
8732,SecretariaUn,"Bogotá, D.C., Colombia"
8733,PatrimonioDocUN,Ciudad Universitaria de Bogotá
8734,UNALOficial,Colombia
8735,JohaJaramilloP,Colombia
8736,lorenCeColl,"Santa Marta, Colombia"
8737,Facultad_Artes,"Bogotá, Colombia"
8738,DollyMontoyaUN,"Bogotá, D.C., Colombia"
8739,RecortesCero,España
8740,FEDECOLTRI,Cali - Colombia
8741,dirsinab,Bogotá - Colombia
8742,ICTAUNAL,Bogotá - Colombia
8743,un_bogota,Bogotá
8744,DirBienestarUN,Colombia
8745,PrensaUNAL,Colombia
8746,OAG_UNAL,Colombia
8747,FLOW_CHEMSAS,"Medellín, Colombia"
8748,CulturaCoCo,"Valle del Cauca, Colombia"
8749,ErmelRosario,Guayaquil - Ecuador
8750,TumacoUNAL,"San Andres de Tumaco, Colombia"
8751,MedicinaUNAL,"Bogotá, D.C., Colombia"
8752,Vladimi77575563,La Habana Cuba 
8753,DPB_Colombia,
8754,tucucta,"Cúcuta, Colombia"
8755,santiagocastane,"Medellín, Colombia"
8756,IvanDHerrera,Bogotá
8757,JuventudUnal,Colombia
8758,VRI_UN,Colombia
8759,UNdeLaPaz,"La Paz, Cesar (Colombia)"
8760,Sede_Orinoquia,Arauca - Arauca
8761,MoraConvers,"El Banco, Magdalena "
8762,TelevisionUNAL,Colombia
8763,LaSonoraNoticia,"Tunja, Boyacá"
8764,pastorleonm,Colombia
8765,UNALSedePalmira,"Palmira, Valle del Cauca"
8766,EgresadosUN_Nal,"Cll. 44#45-67, Blq. C7 of. 702"
8767,plazacentralccb,"Bogotá, D.C., Colombia"
8768,sindyvalbuena,
8769,chispa_roja,
8770,STEMsnFronteras,🇨🇴 🇨🇦 -LATAM 🌎
8771,sanzlucia5610,"Comunidad de Madrid, España"
8772,distribuna,"Bogotá, Colombia"
8773,gabriel88665471,Colombia
8774,ProArchipielago,
8775,elcolombiano,Medellín
8776,ICFEScol,"Bogotá, Colombia"
8777,aajlaudato,
8778,FedoptoOficial,Colombia
8779,Humanos3D,Colombia
8780,Corposucre1,"Sincelejo, Colombia"
8781,miparrap,"Bogotá, D.C., Colombia"
8782,FinanzautoCol,"Bogotá, Colombia"
8783,RadioUNAL,Carrera 45 No 26-85 Of 518
8784,editorialUN,"Bogotá, D.C., Colombia"
8785,EstrategicaUNAL,Bogota - Colombia
8786,CerrejonCol,Guajira - Colombia
8787,ValleAlDia1,
8788,javidm73,
8789,quesolandiabyb,Bogotá
8790,NataliaPMoraPsi,Bogotá
8791,cucaita_oscar,Bogotá D.C.
8792,diegokrestoon,
8793,EdroColombia,Barranquilla - Colombia 🇨🇴
8794,andres1087,Cali
8795,JonathanAraqueG,"Cali, Valle del Cauca"
8796,noraelianapino,COLOMBIA
8797,alviinyakitory,Medallo 
8798,DianyCaro,"Itagui, Colombia"
8799,camargo_pabon,
8800,Opino_libre1,#OpiniónLibre1 #Opinionlibre
8801,DianaMarcelaJ16,Bogota Colombia
8802,HurtadoMichely,
8803,SIRIUSFUNDACION,Bogotá
8804,OIRojasG,Medellín
8805,Al_Gonzalez14,Colombia
8806,vcortes96,
8807,varqing,"Cartagena, Colombia"
8808,jennyaraque,Colombia
8809,migtutor,Valle del Cauca - Colombia
8810,GustavoPatriot4,Mariano Roque Alonso
8811,MichiVandalo,"Bangui, Ilocos Region"
8812,rochyorblanc,Bogotá
8813,Laddy03064767,"Bogotá, D.C., Colombia"
8814,PaolaPlazaP,
8815,NoamChomsky_es,
8816,UNAL_Manizales,Manizales - Caldas - Colombia
8817,SalaAlternaUN,Auditorio Ángela Guzmán. Sindú
8818,AlgizAnsuz2125,
8819,tsmnoticias,Neiva - Huila - Colombia
8820,Erapime10,"Granada, Colombia"
8821,FcgRiocas,"Cali, Valle del Cauca."
8822,misca_co,Carrera 44 B #53B - 31 204
8823,danielista2021,
8824,Grupo_Legalite,Colombia
8825,DePersonerias,
8826,POLColombia,"Bogotá, D.C., Colombia"
8827,personeriamed,"Medellín, Antioquia, Cologmbia"
8828,latco_sa,"Cali, Colombia"
8829,SoftManagement_,"Bogotá, Colombia"
8830,expalsicarare,"Codazzi, Cesar. "
8831,OriginalYinking,
8832,IUDIGITAL,"Antioquia, Colombia"
8833,HospitalUNColom,"Bogotá, D.C., Colombia"
8834,widetechgroup,Cra 12 # 84a-12 Oficina 501
8835,Metrocaribe,
8836,HernanGarzonRep,"Bogotá, D.C., Colombia"
8837,localizaya,"Bogotá, D.C., Colombia"
8838,Cachaco26448465,
8839,juceencatalunya,Catalunya
8840,Adrianrrzz,
8841,UniformesUNO,Cll 1N 0-19E Qta Bosch Cúcuta
8842,MiillsSerena,
8843,adri3117112164,"Bogotá, D.C., Colombia"
8844,caredigue,"Melbourne, Victoria"
8845,anaid735,En cualquier lugar del mundo
8846,linamarcela2,"Sao Paulo, Brasil"
8847,SantiagoRendnJ1,
8848,meli_monts,"Medellín, Colombia"
8849,sophiashouse,
8850,Nomecallo7788,
8851,SoraGonzlez,
8852,PUADRV,"Cali, Colombia "
8853,321Porti,
8854,PiyushC99868662,
8855,_06lm,
8856,talentosvisible,"Cali, Colombia"
8857,hassertoo21,
8858,Monikitar,"Brisbane, Australia"
8859,higuera_nata,
8860,elgrillobarillo,Cali
8861,vickygaleano,
8862,springmagca,
8863,arbolecl,
8864,VenSeremosCol,"Bogotá, D.C., Colombia"
8865,superadriana10,"Bogotá, D.C., Colombia"
8866,ArtistasSOS,
8867,dial9juanjuan,Miami + Medellin + Tulum
8868,crisfernan89,"Carolina del Norte, USA"
8869,ALTIPLANIAN,The Covid Ghetto.
8870,CalimanYaro,Paraíso Perdido
8871,freiriana,SillyconValley Latinoamerica
8872,unadaniela14,
8873,EloyResistencia,Chile
8874,bostonmike1987,
8875,xae75,"Cali, Colombia"
8876,CobraSioux,
8877,LillySchrijver,
8878,KrolinaTafur,"Bogotá, D.C., Colombia"
8879,astriway,"London, UK"
8880,DanielPrieto005,"Cali, Colombia"
8881,diego_barm,"Cali, Colombia"
8882,19fenixAndres,"Medellín, Antioquia"
8883,Reflexotica,"Cali, Colombia"
8884,elfred1130,"King, Ontario"
8885,RitaHombreG,cali.colombia
8886,AngelicaLozanoC,
8887,DraMolestia,
8888,DanyRuizM,Colombia
8889,hardpaella,
8890,CURTlSEOso,
8891,lucreciaulloa,
8892,LuisaMJaramillo,"Bogotá, Colombia"
8893,colombia6700,medellin
8894,caromarce0912,algún lugar del mundo
8895,LAMATARIFE,Rionegro Antioquia 
8896,joseduvan16,
8897,Juanita_rc,Colombia
8898,SeMaLo88,"Palmira, Colombia"
8899,AlexisHernadz,
8900,leijhorena,Colombia
8901,Duplicop,
8902,AnaLeloc,
8903,leododoista,Bogotá
8904,Pipofilipom,Vivo al lado de Tonny Stark
8905,elerizomamerto,Internet
8906,rechurinfunflai,Cali
8907,AurelianoBvda,Usiacurí
8908,buhoelectrico,"Cali, Colombia"
8909,JuanBlancoT1,Venezuela
8910,jhonelvisv,Cali
8911,KorvenKuningas,
8912,CastanoValbuena,"Bogotá, D.C., Colombia"
8913,Jose_atehortua,Medellín
8914,Pasabap19669444,
8915,ntcoral,
8916,HumbertoSurezG3,
8917,germanvalenci18,palmira - valle
8918,aureliobabiloni,Bogotà.Colombia
8919,_steven09,
8920,LealYPichacosa,GUÁRICO-VENEZUELA
8921,aleltbd,"Cali, Colombia"
8922,Ian_un,"Bogota, Colombia"
8923,CaterineMarquez,
8924,LazmarMartinez,
8925,afupegui,Bogota
8926,SebastianLiev,
8927,Pedro89644351,"Miami, FL"
8928,fabiangallego5,cali
8929,yiracajar984,"Barranquilla, Colombia"
8930,Nellycr86541021,
8931,Donbuziraco,
8932,ghsfcorporativ1,Colombia
8933,_CristianJurado,Cali
8934,conghelada,
8935,RNahuel_XXI,"Wallmapu, CP 4730000, Chile"
8936,mariadelpilargp,Cartagena
8937,yuraniscarpetta,"Cali, Colombia"
8938,marianavia2,"Yumbo, CO"
8939,JuliaDelSocorr2,
8940,intihuasi3,Buenos Aires
8941,_wis007,"Cali, Colombia"
8942,vpplrockclasics,
8943,mafequinalzate,
8944,MartinnBJ_,"Morón, Argentina"
8945,JeffersonCossi2,
8946,dika1677,
8947,SoneoHarold,"Cali, Colombia"
8948,cahuzare,Cali
8949,Saine,
8950,restinpoetry__,Trópico de cáncer
8951,CasandraAnam,
8952,AlunaInsu,
8953,SCiosc,"Santiago de Cali, Colombia"
8954,CentenoLian,"Cali, Colombia"
8955,PetraRodrguez18,
8956,magicalhag,
8957,laurarc91,"Australia, Colombia"
8958,ElzaPatintin,
8959,LUCHO1969,"New York, NY"
8960,LeoPini77,
8961,fernan_26,Venezuela
8962,byulftmygayness,🇨🇴
8963,laurugaa,
8964,LiZz_028,
8965,cherardi,"Massachusetts, USA"
8966,Sarad_9,
8967,alejandro_spm,
8968,puffff_daddy,
8969,DonatelloGarzon,
8970,MJ_GARCIA2022,Planeta Tierra
8971,marianambot,
8972,yolita22,London
8973,JennifferBC,Colombia
8974,smmm20,"London, England"
8975,YusrahTayob,safe space 💛
8976,AmGiraf,she/her
8977,sugarskull_esme,
8978,arlex_eduardo,"Valle delCauca, Colombia"
8979,aavb20,
8980,jonas_0791,Polombiano🇨🇴 en 🇪🇸
8981,IXkuetzal,"Villavicencio, Colombia"
8982,Guanemaradonian,
8983,RUBENBERNALCELI,Colombia
8984,Gustavo18564337,"Cali, Colombia"
8985,EmmaLKatBcn,"Bergen, Norway"
8986,Tato1784_DORADO,
8987,ANAHI1938,"Caracas, Venezuela"
8988,Sebasti35020708,"Washington, DC"
8989,marcelillamg,
8990,jmonto13,
8991,LauraRepoOrtega,
8992,Hardbase2000,"New York, USA"
8993,banderaspaz,
8994,SaturnRetro1111,
8995,fabianperezvil,"Montería, Colombia"
8996,ColombianScien2,
8997,OtakuCrys,
8998,patica1515,
8999,Maurici93139135,"Manizales, Colombia"
9000,EricaRojasca,
9001,ZiliaCastrilln,Madagascar
9002,EmilyLu09768797,
9003,alejahope17,
9004,camiloibg,Rotterdam
9005,shdweffects,"Edmonton, Alberta"
9006,olioliolivez,
9007,laparla,Finland
9008,Eyeless_Jack_28,
9009,alelip92,"Ottawa, Canadá"
9010,Aleg_Joestar,Dominican Republic
9011,hngel_64,21
9012,presentmicu,Nederland
9013,nina_zouz,she/her
9014,augusta_beall,6ft under
9015,AndreWillingha2,"Ferndale, MI"
9016,MONIk8409,Buenos aires y Bogotá
9017,Hannersoft,Bogotá
9018,drewsark_,the abyss
9019,pipens2,cerdolandia #SigámonosLosBueno
9020,iusetoknowaguy,
9021,andrea_x6,
9022,DTropaChe,"La Habana, Cuba"
9023,Astyanax_Klark,"Quindío, Colombia"
9024,iJonniM,"Toronto & Quito, Ecuador"
9025,aladinspace,France
9026,gennavoo_,
9027,DefenderLiberta,
9028,evabellasworld1,
9029,CostedoatD,
9030,eduard_arriaga,"Indianapolis, IN"
9031,spacetravel1,"West Palm Beach, FL"
9032,514_7_islOve,Monsta X's Heart
9033,ESCRNet,Worldwide
9034,JoseManuelB2013,"Bogotá, D.C., Colombia"
9035,anon_candanga,Planet Earth
9036,RojaArtemisa,
9037,adryadrybb,
9038,FernandMB07,
9039,karomd_,
9040,SandraOrtizCua,"Lyon, France"
9041,Kunn00_,
9042,YESSICA03557500,
9043,Aung42525467,
9044,SirPhilis,"Bogotá, D.C., Colombia"
9045,Yacdaniels22,México
9046,GillesMartinet,
9047,0LaRuedaMagica0,"Bogotá, Colombia"
9048,franciscocampos,SE16 3UW London U.K
9049,IgnacioRabelo,"Durango, Durango"
9050,kirthurgan,A small insignificant planet
9051,_Pehicc,
9052,awkward_1110,
9053,_blissfulberry_,she/they - read carrd byf!!
9054,newstart43,"New Jersey, USA"
9055,LOVE_CATS_ONE,"Rhône-Alpes, France"
9056,ChristieNeufUCC,"Toronto, Canada"
9057,AlexFBP,"Bogotá D.C., Colombia"
9058,noshamelauren,she/her
9059,Yvonne20291337,
9060,shiny_minmin,"Iaşi, România"
9061,camines_,
9062,SWorkerx,
9063,camiXDcami,Colombia
9064,Choy00320679,
9065,kristopher2022,"Birmingham, AL"
9066,cascadia2020,Homeless church
9067,jaramillorojasL,
9068,gypsypao,"Panama City, FL"
9069,pernalete69,
9070,ek_ywm,she/her•minor
9071,JulietLozada2,
9072,Moncaro,London
9073,Balmer1111,"Cali, Colombia"
9074,pili_sanabria,
9075,fernandoquiolme,COLOMBIA
9076,JosHern51815129,
9077,Gustavo41330257,
9078,AndresE436,
9079,Adonai37351488,"San Mateo, Municipio Bolívar"
9080,Ronald40784664,"Caracas, Venezuela"
9081,Harrislodice,
9082,15AlexPereira,"Distrito Capital, Venezuela"
9083,AnthonyLaya1,
9084,Oscarin0290,Nicaragua
9085,NCTColombia,Colombia
9086,AntiTaurinoMX,Mictlán
9087,Lauraguzh,Chile
9088,AnnaEstevez44,
9089,Artesana1206,Pachamama
9090,JJLN0468,"Lorica, Colombia"
9091,JohnGarzonA,
9092,JulianOrtegon16,
9093,animecris231,
9094,EdisonBedoya21,"Medellín, Antioquia, Colombia"
9095,AdremelekAo,vivo entre el mar y la tierra!
9096,Elizabethalvper,"Medellín, Colombia"
9097,DanielaLopezB18,"Bogotá, Colombia"
9098,LStehyner,
9099,diego19800221,
9100,gpmeneses,
9101,Elsargoz,
9102,angelacagua,Colombia
9103,Mangelikcm,
9104,veronicasantof1,
9105,MesaNacPopular,Colombia
9106,Marian1020c,Colombia
9107,gravepabon,
9108,Andrescinico,Macondo
9109,krosuareza,"Pereira, Risaralda "
9110,mejmonica23,"Bogota, Colombia"
9111,sagit19_,"Bucaramanga, Colombia"
9112,janayaish,Colombia
9113,gonza_xtrm,"Campana, Argentina"
9114,mariopradoe,Bogotá
9115,volviendoalsur,Brasil
9116,charlsounds,
9117,luiscarrillo66,23 de Enero-Caracas-Venezuela
9118,lu_marsamar,
9119,Ganjagui_San,
9120,imtaniareyes,Buenos Aires 
9121,Inforojita,Venezuela
9122,daac1913,"Medina, Colombia"
9123,juanro2021,Colombia
9124,JohnnisCh,SM 🏝 - Colombia
9125,jimenaoro,"Bogotá, D.C., Colombia"
9126,Angelamona4,"Manizales, Colombia"
9127,freddytellot,
9128,HFCardonaG,
9129,compartircol,
9130,MetalSanto,"Bogotá, Colombia"
9131,jpnino225,"Bogotá, D.C., Colombia"
9132,DianaSalinasP,Bogotá
9133,socomdeoca,
9134,jorgenescorcias,"Santa Marta, Magdalena"
9135,ColombiaIndol,
9136,Oscaritotelegr1,
9137,PaulEstalin,
9138,Viv_339_,Bogotá
9139,JORGEMEDIOSIGLO,
9140,caronikolgonzal,
9141,soyorlandomoya,"Barranquilla, Colombia"
9142,LarockeraCaro,
9143,juanpasaar09ho4,"Montréal, Québec"
9144,ColombiResisBcn,Barcelona
9145,UnColombianoMa7,"Bogotá, D.C., Colombia"
