,Datetime,Tweet Id,Text,Username,language,location,text-english
823,2021-06-22 01:02:48+00:00,1407141989544562688,"@MJDuzan #colombianosenelexterior 
#comisioninteramericanadederechoshumanos  #physiciansforhumanrights  #globalrights  #humanrights  #SOS #colombia  #SOSColombiaDDHH #soscolombia  #ColombiaAlertaRoja #ParoNacional  #UribeDioLaOrden  #duqueparelamasacre   #DuqueRenuncie #NosEstanMatando",edisonlopb,und,Colombia,"@MJDuzan #colombianosenelexterior 
#comisioninteramericanadederechoshumanos #physiciansforhumanrights #globalrights #humanrights #SOS #colombia #SOSColombiaDDHH #soscolombia #ColombiaAlertaRoja #ParoNacional #UribeDioLaOrden #duqueparelamasacre #DuqueRenuncie #NosEstanMatando"
824,2021-06-22 00:33:43+00:00,1407134669926289416,"He aquí los ""héroes de la patria""#ParoNacional #EstadoAsesino #ParoNacionalColombia #SOSColombiaDDHH #ResistenciaColombia #NosUnimosONosHundimos #ColombiaEnAlertaRoja #SOSColombia #NosEstánMatando #RégimenDelTerror #DuqueRenuncieYa #SOSColombiaEnDictadura #TerrorismoDeEstado https://t.co/z3V2VsaVvH",Jech13320,es,"Bogotá, D.C., Colombia","Here are the ""heroes of the fatherland"" #ParoNacional #EstadoAsesino #ParoNacionalColombia #SOSColombiaDDHH #ResistenciaColombia #NosUnimosONosHundimos #ColombiaEnAlertaRoja #SOSColombia #NosEstánMatando #RégimenDelTerror #DuqueRenuncieYa #SOSColombiaEnDictadura #TerrorismoDeEstado https://t.co/z3V2VsaVvH"
825,2021-06-22 00:31:45+00:00,1407134174268563458,@Gu2Hail Ellos querían ese estallido social. Lo calcularon perfectamente. Apenas se cayó esa reforma metieron como otras 6. #yoinscribomicédula #gobiernohijueputa #nosestanmatando,Samruizm98,es,"Bogotá, D.C., Colombia",@Gu2Hail They wanted that social outburst. They calculated it perfectly. As soon as that reform fell they got like 6 others. #yoinscribomicédula #gobiernohijueputa #nosestanmatando
826,2021-06-22 00:24:23+00:00,1407132322244218880,"@PoliciaColombia @DevalPolicia colombianosenelexterior 
#comisioninteramericanadederechoshumanos  #physiciansforhumanrights  #globalrights  #humanrights  #SOS #colombia  #SOSColombiaDDHH #soscolombia  #ColombiaAlertaRoja #ParoNacional  #UribeDioLaOrden  #duqueparelamasacre   #DuqueRenuncie #NosEstanMatando",edisonlopb,ro,Colombia,"@PoliciaColombia @DevalPolicia Colombiansenelexterior 
#comisioninteramericanadederechoshumanos #physiciansforhumanrights #globalrights #humanrights #SOS #colombia #SOSColombiaDDHH #soscolombia #ColombiaAlertaRoja #ParoNacional #UribeDioLaOrden #duqueparelamasacre #DuqueRenuncie #NosEstanMatando"
827,2021-06-22 00:18:02+00:00,1407130724893868033,No Dios mío 😭😭 #ParoNacional21J #NosEstánMatando #NosEstánMasacrando #ParenLaMasacre https://t.co/WrYSWPXRto,Pau_Zulu,es,Medellin-Colombia,No omg 😭😭 #ParoNacional21J #NosEstánMatando #NosEstánMasacrando #ParenLaMasacre https://t.co/WrYSWPXRto
828,2021-06-22 00:16:37+00:00,1407130367484702720,"😢💔 
#ParoNacional21J #NosEstánMatando #NosEstánMasacrando #ParenLaMasacre https://t.co/LHlCgMzji6",Pau_Zulu,und,Medellin-Colombia,"😢💔 
#ParoNacional21J #NosEstánMatando #NosEstánMasacrando #ParenLaMasacre https://t.co/LHlCgMzji6"
829,2021-06-22 00:09:25+00:00,1407128554446467078,"A este presidente le va tocar mirarse mejor el culo pa corroborar quien está más untado de mierda.
#EstadoAsesino #TerrorismoDeEstado #NosEstánMatando #FuerzaCOLOMBIA #LuchaYResistencia #DuqueRenuncieYa #SOSColombiaEnDictadura #FuerzaPúblicaAsesina #ParoNacional #RégimenDelTerror",Jech13320,es,"Bogotá, D.C., Colombia","This president is going to have to look better at his ass to corroborate who is more aroused with shit.
#EstadoAsesino #TerrorismoDeEstado #NosEstánMatando #FuerzaCOLOMBIA #LuchaYResistencia #DuqueRenuncieYa #SOSColombiaEnDictadura #FuerzaPúblicaAsesina #ParoNacional #RégimenDelTerror"
830,2021-06-22 00:06:10+00:00,1407127737295376388,#NosEstanMatando,GoenagaJaner,und,Colombia,#NosEstanMatando
831,2021-06-22 00:00:17+00:00,1407126256638992386,"#sosusme
#NosEstanMatando https://t.co/L6zLRtVFek",PrimeraLineacol,und,Colombia,"#sosusme
#NosEstanMatando https://t.co/L6zLRtVFek"
832,2021-06-21 23:43:20+00:00,1407121990742425601,"#SOSColombia
#GobiernoGenocida 
#NosEstanMatando https://t.co/Ql6wuxBaD9",Picon_LBG,und,"Medellín, Colombia","#SOSColombia
#GobiernoGenocida 
#NosEstanMatando https://t.co/Ql6wuxBaD9"
833,2021-06-21 23:42:22+00:00,1407121749058129929,"He aquí los ""héroes de la patria"" #ParoNacional #EstadoAsesino #ParoNacionalColombia #SOSColombiaDDHH #NosUnimosONosHundimos #ColombiaEnAlertaRoja #SOSColombia #NosEstánMatando #FuerzaPúblicaAsesina #RégimenDelTerror #DuqueRenuncieYa #SOSColombiaEnDictadura #TerrorismoDeEstado https://t.co/2YNaoUc10q",Jech13320,es,"Bogotá, D.C., Colombia","Here are the ""heroes of the fatherland"" #ParoNacional #EstadoAsesino #ParoNacionalColombia #SOSColombiaDDHH #NosUnimosONosHundimos #ColombiaEnAlertaRoja #SOSColombia #NosEstánMatando #FuerzaPúblicaAsesina #RégimenDelTerror #DuqueRenuncieYa #SOSColombiaEnDictadura #TerrorismoDeEstado https://t.co/2YNaoUc10q"
834,2021-06-21 23:35:06+00:00,1407119918890369025,"Desde ayer que salí, pasé por el sector y los muy malparidos policías tienen fusiles y no traen identificación.
Están preparados para matar inocentes.
Hijueputas paracos
#NosEstanMatando https://t.co/zVWT5k1C2P",I_am_Jerrry,es,Colombia,"Since yesterday when I left, I passed through the sector and the very bad policemen have rifles and do not bring identification.
They are prepared to kill innocents.
Hijueputas paracos
#NosEstanMatando https://t.co/zVWT5k1C2P"
835,2021-06-21 23:31:48+00:00,1407119089756164096,#NosEstanMatando https://t.co/noHz67R0br,sergio_srr,und,"Pereira, Colombia",#NosEstanMatando https://t.co/noHz67R0br
836,2021-06-21 23:31:32+00:00,1407119021724639238,#NosEstanMatando https://t.co/36t5YFC5L7,Catalizate,und,"Bogotá, Colombia",#NosEstanMatando https://t.co/36t5YFC5L7
837,2021-06-21 23:25:52+00:00,1407117596932165641,"@ClaudiaLopez tiene a los sicarios de la @PoliciaColombia matando jóvenes en #Usme, las denuncias públicas hablan de una persona asesinada por las armas del #EsmadAsesinoYViolador y una cantidad exagerada de heridos
#NosEstanMatando #SOSColombiaDDHH #sosbogotá #ParoNacional21j",12_Najel,es,"Bogotá, Colombia","@ClaudiaLopez has the hitmen of the @PoliciaColombia killing young people in #Usme, public reports speak of a person killed by the weapons of the #EsmadAsesinoYViolador and an exaggerated number of wounded
#NosEstanMatando #SOSColombiaDDHH #sosbogotá #ParoNacional21j"
838,2021-06-21 23:25:13+00:00,1407117431722627072,"El narco estado haciendo lo que más sabe hacer....
#NosEstanMatando https://t.co/keueJrTUpI",Kevinmurcia03,es,Colombia,"The narco has been doing what he does best....
#NosEstanMatando https://t.co/keueJrTUpI"
839,2021-06-21 23:16:20+00:00,1407115194946539531,#loslogrosdelparo estar entre los únicos 10 países con más de 100.000 muertos por la pandemia. #NosEstanMatando perdón de contagios de COVID,ygomezna,es,Colombia,"#loslogrosdelparo be among the only 10 countries with more than 100,000 deaths from the pandemic. #NosEstanMatando forgiveness of COVID infections"
840,2021-06-21 22:59:48+00:00,1407111035023245314,#Caricaturas #ParoNacional #EstadoAsesino #ParoNacionalColombia #SOSColombiaDDHH #ResistenciaColombia #NosUnimosONosHundimos #ColombiaEnAlertaRoja #SOSColombia #NosEstánMatando #FuerzaCOLOMBIA #RégimenDelTerror #DuqueRenuncieYa #SOSColombiaEnDictadura #TerrorismoDeEstado https://t.co/3VFuebX5zl,Jech13320,und,"Bogotá, D.C., Colombia",#Caricaturas #ParoNacional #EstadoAsesino #ParoNacionalColombia #SOSColombiaDDHH #ResistenciaColombia #NosUnimosONosHundimos #ColombiaEnAlertaRoja #SOSColombia #NosEstánMatando #FuerzaCOLOMBIA #RégimenDelTerror #DuqueRenuncieYa #SOSColombiaEnDictadura #TerrorismoDeEstado https://t.co/3VFuebX5zl
841,2021-06-21 22:59:38+00:00,1407110995290509312,#ParoNacional #EstadoAsesino #ParoNacionalColombia #SOSColombiaDDHH #ResistenciaColombia #NosUnimosONosHundimos #ColombiaEnAlertaRoja #SOSColombia #NosEstánMatando #FuerzaCOLOMBIA #RégimenDelTerror #DuqueRenuncieYa #SOSColombiaEnDictadura #TerrorismoDeEstado #FuerzaPúblicaAsesina https://t.co/5ptDnHo2h6,Jech13320,und,"Bogotá, D.C., Colombia",#ParoNacional #EstadoAsesino #ParoNacionalColombia #SOSColombiaDDHH #ResistenciaColombia #NosUnimosONosHundimos #ColombiaEnAlertaRoja #SOSColombia #NosEstánMatando #FuerzaCOLOMBIA #RégimenDelTerror #DuqueRenuncieYa #SOSColombiaEnDictadura #TerrorismoDeEstado #FuerzaPúblicaAsesina https://t.co/5ptDnHo2h6
842,2021-06-21 22:50:41+00:00,1407108741082800130,Los del Paro #NosEstanMatando https://t.co/5Tfxb7UQy3,zappsepulveda,es,"Bogotá, D.C., Colombia",Those of the #NosEstanMatando https://t.co/5Tfxb7UQy3 Strike
843,2021-06-21 22:35:33+00:00,1407104933124526081,@MinSaludCol @Supersalud @Cosmitet @CosmitetL @Cosmitet_ERC @DefensoriaCol  La mamá de mi amiga necesita que le respondan con esto. Por favor ¡hay una vida en juego! #Cali #Calisos #Nosestanmatando #DerechosHumanos https://t.co/TjEoQmISV6,Zanadius,es,"Cali, Colombia","@MinSaludCol @Supersalud @Cosmitet @CosmitetL @Cosmitet_ERC @DefensoriaCol My friend's mom needs to be answered with this. Please, there is a life at stake! #Cali #Calisos #Nosestanmatando #DerechosHumanos https://t.co/TjEoQmISV6"
844,2021-06-21 22:34:38+00:00,1407104701708054534,"¿Quién sigue creyendo que la razón de ser de @PoliciaColombia o el ESMAD es cuidarnos, para dejar de ser amigos?

#EsmadAsesinoYViolador 
#EstadoAsesino #Colombia #NosEstanMatando https://t.co/w1jY7MFjz4",SolEnContravia,es,Colombia,"Who still believes that the raison d'être of @PoliciaColombia or ESMAD is to take care of us, to stop being friends?

#EsmadAsesinoYViolador 
#EstadoAsesino #Colombia #NosEstanMatando https://t.co/w1jY7MFjz4"
845,2021-06-21 22:33:50+00:00,1407104500742209542,"@ClaudiaLopez  responda, ¿Cuantos van a morir a manos de esta arrejunta de asesinos con coraza? #NosEstanMatando 
Le quedo grande la alcaldía. https://t.co/gffDLVv0zU",dannoartista,es,"Bogotá, D.C., Colombia","@ClaudiaLopez answer, how many are going to die at the hands of this group of murderers with armor? #NosEstanMatando 
The mayor's office was great. https://t.co/gffDLVv0zU"
846,2021-06-21 22:25:51+00:00,1407102490257113088,"@NoticiasCaracol Se imaginan las muertes que hubiésemos podido prevenir si el petardo de @IvanDuque no se roba las elecciones con el concurso de @CeDemocratico #NosEstanMatando 
#DuqueAsesino 
#DuquePareLaMasacre",oscarizuluaga68,es,"Sevilla, Colombia","@NoticiasCaracol You can imagine the deaths that we could have prevented if @IvanDuque's firecracker did not steal the elections with the help of @CeDemocratico #NosEstanMatando 
#DuqueAsesino 
#DuquePareLaMasacre"
847,2021-06-21 22:25:23+00:00,1407102374292955136,#ParoNacional #EstadoAsesino #ParoNacionalColombia #SOSColombiaDDHH #ResistenciaColombia #NosUnimosONosHundimos #ColombiaEnAlertaRoja #SOSColombia #NosEstánMatando #FuerzaCOLOMBIA #RégimenDelTerror #DuqueRenuncieYa #SOSColombiaEnDictadura #TerrorismoDeEstado https://t.co/G2NL6QIsRN,Jech13320,und,"Bogotá, D.C., Colombia",#ParoNacional #EstadoAsesino #ParoNacionalColombia #SOSColombiaDDHH #ResistenciaColombia #NosUnimosONosHundimos #ColombiaEnAlertaRoja #SOSColombia #NosEstánMatando #FuerzaCOLOMBIA #RégimenDelTerror #DuqueRenuncieYa #SOSColombiaEnDictadura #TerrorismoDeEstado https://t.co/G2NL6QIsRN
848,2021-06-21 22:11:12+00:00,1407098803782553607,"Qué tristeza tan absurda que la única respuesta que dan sobre #DondeEstanLosDesaparecidos sea silencio y luego aparezcan muertos, decapitados, amputados. QUÉ GONORREA #NosEstanMatando",medicenrivera,es,"Cali, Colombia","What an absurd sadness that the only answer they give about #DondeEstanLosDesaparecidos is silence and then they appear dead, beheaded, amputated. WHAT GONORRHEA #NosEstanMatando"
849,2021-06-21 22:07:29+00:00,1407097870508072961,@IvanDuque #malparido @IvanDuque GOBIERNO ASESINO #Genocida #NosEstanMatando #NosEstanMatandocolombia #NosEstanMasacrando #nosestanasesinando #DDHH #HumanRights,BachPilly,es,"Bogotá, D.C., Colombia",@IvanDuque #malparido @IvanDuque #GENOCIDA #NOSESTANMATANDO #NOSESTANMATANDOCOLOMBIA #NOSESTANMASACRANDO #NOSESTANASESINANDO #DDHH #HUMANRIGHTS KILLER GOVERNMENT
850,2021-06-21 22:03:43+00:00,1407096920749793283,#Caricaturas #ParoNacional #EstadoAsesino #ParoNacionalColombia #SOSColombiaDDHH #ResistenciaColombia #NosUnimosONosHundimos #ColombiaEnAlertaRoja #SOSColombia #NosEstánMatando #FuerzaCOLOMBIA #RégimenDelTerror #DuqueRenuncieYa #SOSColombiaEnDictadura #TerrorismoDeEstado https://t.co/laMCoATaSz,Jech13320,und,"Bogotá, D.C., Colombia",#Caricaturas #ParoNacional #EstadoAsesino #ParoNacionalColombia #SOSColombiaDDHH #ResistenciaColombia #NosUnimosONosHundimos #ColombiaEnAlertaRoja #SOSColombia #NosEstánMatando #FuerzaCOLOMBIA #RégimenDelTerror #DuqueRenuncieYa #SOSColombiaEnDictadura #TerrorismoDeEstado https://t.co/laMCoATaSz
851,2021-06-21 21:53:37+00:00,1407094380918358017,#nomasmuertesalideressociales #NosEstanMatando #NosEstanMatandocolombia #lidersocial https://t.co/M2WlN9HFll,sucrediversa,und,"Sincelejo, Colombia",#nomasmuertesalideressociales #NosEstanMatando #NosEstanMatandocolombia #lidersocial https://t.co/M2WlN9HFll
852,2021-06-21 21:13:33+00:00,1407084296377077762,Git Gud || Followers Goal 53/100 || Come Hang With Us || #SOSColombia #NosEstanMatando https://t.co/W1iiznphGM,AndresMerchan11,en,"Bogotá, Colombia",Git Gud || Followers Goal 53/100 || Come Hang With Us || #SOSColombia #NosEstanMatando https://t.co/W1iiznphGM
853,2021-06-21 20:29:35+00:00,1407073232109375492,@CIDH @ONU_es @JMVivancoHRW @elpais_espana @Pontifex_es #DuquePareLaMasacre #duquebastaya #NosEstanMatando https://t.co/hoXMQEJq4S,bertgodi,und,Colombia,@CIDH @ONU_es @JMVivancoHRW @elpais_espana @Pontifex_es #DuquePareLaMasacre #duquebastaya #NosEstanMatando https://t.co/hoXMQEJq4S
854,2021-06-21 20:20:30+00:00,1407070947388104710,"Santiago Ochoa no murió, lo capturaron, lo torturaron, lo  mataron, lo decapitaron y metieron su cabeza en una bolsa de basura como cualquier pedazo de carne. 
¿Dónde está el resto de su cuerpo?
¿Quién responde por este hecho?
#NosEstánMatando #SOSColombia 
#ParoNacional21J 💔🇨🇴",Pau_Zulu,es,Medellin-Colombia,"Santiago Ochoa did not die, they captured him, tortured him, killed him, beheaded him and put his head in a garbage bag like any piece of meat. 
Where is the rest of your body?
Who is responsible for this?
#NosEstánMatando #SOSColombia 
#ParoNacional21J 💔🇨🇴"
855,2021-06-21 20:10:54+00:00,1407068530210639877,"#ATENCIÓN 
Imágenes fuertes.

Asesinan a Lucelia Solarte nuestra candidata al concejo por el movimiento @MovimientoMAIS, reconocida lideresa de Manaure, Cesar. #NosEstanMatando

Le dispararon en manifestación por la muerte del joven José Soto Guevara.
#ParoNacional21J https://t.co/anh44YRXTP",marthaperaltae,es,Colombia,"#ATENCIÓN 
Strong images.

Lucelia Solarte is murdered, our candidate for the council for the @MovimientoMAIS movement, a recognized leader of Manaure, Cesar. #NosEstanMatando

He was shot in demonstration for the death of the young José Soto Guevara.
#ParoNacional21J https://t.co/anh44YRXTP"
856,2021-06-21 20:01:15+00:00,1407066101935136770,"Las acciones paramilitares de esta dictadura es cada vez peor y evidente. Fuerzas a la familia de Santiago. 

#NosEstanMatando",gritoenboca,es,"Bogotá, D.C., Colombia","The paramilitary actions of this dictatorship are getting worse and worse and evident. Forces santiago's family. 

#NosEstanMatando"
857,2021-06-21 20:00:28+00:00,1407065905956372480,@IvanDuque Eso suena a lavada de manos e hipocresía con Colombiano porque #nosestanmatando,calirummenigge,es,colombia,@IvanDuque That sounds like handwashing and hypocrisy with Colombian because #nosestanmatando
858,2021-06-21 19:48:03+00:00,1407062778679021568,"Insisto: RESPETO la diferencia, pero estar a favor de manera ideológica del selecto grupo de ""gente de bien"" que busca acabar con la vida de todo aquel que manifieste oposición es ser cómplice, es incluso ser peor que el mismo asesino. 
#EstadoAsesino #NosEstanMatando",LauraJape,es,Medellín/Colombia,"I insist: I RESPECT the difference, but to be in favor of the select group of ""good people"" who seek to end the life of anyone who expresses opposition is to be complicit, is even worse than the murderer himself. 
#EstadoAsesino #NosEstanMatando"
859,2021-06-21 19:47:25+00:00,1407062621568835584,"@PoliciaColombia @DevalPolicia NO LES CREEMOS NI MIERDA

#CIDH 
#NosEstanMatando 
#PoliciaAsesina",ColSigloXXl,es,"Manizales, Colombia","@PoliciaColombia @DevalPolicia WE DON'T BELIEVE THEM OR SHIT

#CIDH 
#NosEstanMatando 
#PoliciaAsesina"
860,2021-06-21 19:30:45+00:00,1407058425796825093,@Marianiniecheve ¿Terrorismo de Estado? ¿Alguna prueba que lo demuestre o es más de la misma basura de #NosEstanMatando?,AlexHoyos_,es,"Medellín, Colombia",@Marianiniecheve State terrorism? Any evidence to prove it or is it more of the same rubbish from #NosEstanMatando?
861,2021-06-21 19:29:17+00:00,1407058057729806339,@HuevoPorSopa Ishhh ahi si #NosEstanMatando,vasamorirmoe_,tl,"Bogotá, D.C., Colombia",@HuevoPorSopa Ishhh there if #NosEstanMatando
862,2021-06-21 19:13:49+00:00,1407054163704520704,"Un nuevo incio de semana y lo mejor del rock suena en https://t.co/iaGVR3XvF4.
Muchas gracias por acompañarme en estos Medios Dias Rock en Español
No se pierdan esta noche a las 7 pm lo mejor de Alternoventas. al Aire Colbin, Krudo y eltioedy.
#ParoNacional21J #NosEstanMatando https://t.co/h1qcic6TSO",Edal8a,es,Colombia,"A new start of the week and the best of rock sounds in https://t.co/iaGVR3XvF4.
Thank you very much for joining me in these Media Dias Rock en Español
Don't miss tonight at 7pm the best of Alternate Nineties. to air Colbin, Krudo and eltioedy.
#ParoNacional21J #NosEstanMatando https://t.co/h1qcic6TSO"
863,2021-06-21 19:11:28+00:00,1407053572638978052,"Se ríen en nuestra cara, aquí todo sigue igual. 
#NosEstanMatando",GiovannaBedoya4,es,Colombia,"They laugh in our face, here everything remains the same. 
#NosEstanMatando"
864,2021-06-21 19:11:02+00:00,1407053467064152073,"Otra lidereza asesinada 
#NosEstanMatando https://t.co/nSQ2sJhdKU",PrimeraLineacol,es,Colombia,"Another leader killed 
#NosEstanMatando https://t.co/nSQ2sJhdKU"
865,2021-06-21 19:02:44+00:00,1407051375931006983,"#NosEstanMatando 
#LaMasacreNoPara https://t.co/MjiYRjEFZw",atvv21,und,Bogotá-Colombia,"#NosEstanMatando 
#LaMasacreNoPara https://t.co/MjiYRjEFZw"
866,2021-06-21 18:53:27+00:00,1407049038755766275,@BluRadioCo Otro con el cuento de los terroristas de izquierda #NosEstanMatando,NataParaca,es,"Bogotá, D.C., Colombia",@BluRadioCo Other with the tale of left-wing terrorists #NosEstanMatando
867,2021-06-21 18:25:47+00:00,1407042077498744832,#NosEstanMatando acaben con el Esmad #dondeestan los desaparecidos @PoliciaColombia criminales me avergüenzan ustedes que juraron defender a la población #NosEstanMatando,Salsita_Criolla,es,Colombia,"#NosEstanMatando you put an end to the Esmad #dondeestan the disappeared @PoliciaColombia criminals, I am ashamed of you who swore to defend the population #NosEstanMatando"
868,2021-06-21 18:09:06+00:00,1407037880363585538,absurdo y terrorífico... #SOSColombia #NosEstanMatando #ProhibidoOlvidar https://t.co/hlhjZPBQI6,miltonjms,es,Colombia,absurd and terrifying... #SOSColombia #NosEstanMatando #ProhibidoOlvidar https://t.co/hlhjZPBQI6
869,2021-06-21 18:03:30+00:00,1407036471102558212,"¿En qué momento vamos a dejar de ser ignorantes y darnos cuenta de la situación que pasa en nuestro país?
Mi alma llora y mi corazón sufre
En Colombia #NosEstanMatando",iam_rafael13,es,"Albania, Colombia","At what point are we going to stop being ignorant and realize the situation in our country?
My soul cries and my heart suffers
In Colombia #NosEstanMatando"
870,2021-06-21 18:03:26+00:00,1407036451334799364,"La cúpula putrefacta que mal-gobierna Colombia, afina la represión contra sectores populares.
Afirmamos que #NosEstanMatando , exigimos saber #DóndeEstán l@s desaparecid@s y denunciamos que #SOSColombiaNosEstanMatando 
Podrán reprimir pero no van a detener los cambios en el país",MunozBurba,es,"Bogotá, D.C., Colombia","The rotten leadership that badly governs Colombia, refines the repression against popular sectors.
We say that #NosEstanMatando, we demand to know #DóndeEstán l@s desaparecid@s and we denounce that #SOSColombiaNosEstanMatando 
They will be able to repress but they will not stop the changes in the country"
871,2021-06-21 18:01:20+00:00,1407035922819002376,"#dictaduradisfrazada #narcodictadura @ActualidadRT @CNNEE @abcnews @nytimes @foxnewslatino @bbcmundo @UNHumanright 
#NosEstanMatando
#SOSColombiaEnDictadura
#DDHH @camanpour autor: A. Perdomo G. https://t.co/A3gZTaJcei",belcebuh,es,"cali, Colombia","#dictaduradisfrazada #narcodictadura @ActualidadRT @CNNEE @abcnews @nytimes @foxnewslatino @bbcmundo @UNHumanright 
#NosEstanMatando
#SOSColombiaEnDictadura
#DDHH @camanpour author: A. Perdomo G. https://t.co/A3gZTaJcei"
872,2021-06-21 17:58:12+00:00,1407035134537342990,"Aparecen picados y en bolsas los de la primera línea, los líderes sociales y los defensores ambientales... #NosEstánMatando en este país manejado por un psicópata mafioso",Shamansito,es,"Medellín, Colombia","Those on the front line, social leaders and environmental defenders appear stung and in bags... #NosEstánMatando in this country run by a mafia psychopath"
873,2021-06-21 17:57:13+00:00,1407034890030362624,"#NosEstanMatando | No podemos tolerar el ataque y estigmatizacion a nuestras autoridades y líderes, total rechazo por las amenazas de las últimas horas. Exigimos respeto por la vida de quienes defendemos La Paz @IvanDuque  @UNPColombia @FiscaliaCol https://t.co/OODjrsXPCd",OIA_COLOMBIA,es,"Antioquia, Colombia","#NosEstanMatando | We cannot tolerate the attack and stigmatization of our authorities and leaders, total rejection by the threats of the last few hours. We demand respect for the lives of those of us who defend La Paz @IvanDuque @UNPColombia @FiscaliaCol https://t.co/OODjrsXPCd"
874,2021-06-21 17:40:20+00:00,1407030638407000069,#ParoNacional21J #EsmadAsesinoYViolador #SantiagoNoMurioLoMataron #NosEstanMatando #SOSCali #SOSColombia Santiago Ochoa descansa en paz! 😭💛💙💔🆘🇨🇴 https://t.co/QhPX6BNSMe,GipitaRamirez,es,Colombia,#ParoNacional21J #EsmadAsesinoYViolador #SantiagoNoMurioLoMataron #NosEstanMatando #SOSCali #SOSColombia Santiago Ochoa rest in peace! 😭💛💙💔🆘🇨🇴 https://t.co/QhPX6BNSMe
875,2021-06-21 17:06:24+00:00,1407022098355306497,@Juanjosebarrien Jajajajajajj #NosEstánMatando,camilocaro08,es,"Medellín, Colombia",@Juanjosebarrien Jajajajajajj #NosEstánMatando
876,2021-06-21 15:18:13+00:00,1406994875745288199,"Déjenme decirles que lloro cada vez que recuerdo las imágenes del joven decapitado. Cuyas imágenes no comparto por su crudeza.
Colombia se desangra 😭😭😥
#NosEstanMatando
#ColombiaEnDictadura",JohJLopez,es,Colombia,"Let me tell you that I cry every time I remember the images of the beheaded young man. Whose images I do not share because of their crudeness.
Colombia bleeds 😭😭😥
#NosEstanMatando
#ColombiaEnDictadura"
877,2021-06-21 15:09:42+00:00,1406992731830956035,@notired360 @PoliciaCali Ellos son el futuro de nuestro pais #primeralinea #nosestanmatando,betancu_beta,es,colombia,@notired360 @PoliciaCali They are the future of our country #primeralinea #nosestanmatando
878,2021-06-21 15:06:32+00:00,1406991935911469056,@SoyAntiuribista #SOSColombia #DDHH #GobiernodeInútiles #CongresoCorrupto #ProcuraduríaComplice #NosEstánMatando #ParoNacional21J https://t.co/eiCacUNd0k,ChonaQueer,und,Bogotá-Colombia,@SoyAntiuribista #SOSColombia #DDHH #GobiernodeInútiles #CongresoCorrupto #ProcuraduríaComplice #NosEstánMatando #ParoNacional21J https://t.co/eiCacUNd0k
879,2021-06-21 14:31:46+00:00,1406983184252911620,Las casas de piqué del Gobierno! Qué está pasando??? #NosEstanMatando #SOSColombiaNosEstanMatando #ColombiaResiste,Marthikafa,es,"Medellín, Colombia",The pique houses of the Government! What's going on??? #NosEstanMatando #SOSColombiaNosEstanMatando #ColombiaResiste
880,2021-06-21 13:36:12+00:00,1406969201630269441,Nos están partiendo en pedazos #NosEstánMatando,juanitacetina,es,"Bogotá, D.C., Colombia",They are tearing us to pieces #NosEstánMatando
881,2021-06-21 13:17:46+00:00,1406964561543143428,"@sergiobarbosach Si n crímenes de estado
#NosEstanMatando 
#DondeEstanLosDesaparecidos",jaleita77,es,"Bogotá, D.C., Colombia","@sergiobarbosach State Crimes
#NosEstanMatando 
#DondeEstanLosDesaparecidos"
882,2021-06-21 12:59:48+00:00,1406960039512915972,@RepMcGovern @Vivanco @mbachelet @CDIH @CNNEE #NosEstanMatando #SOSColombiaDDHH #EsmadAsesinos https://t.co/GUAJykAUEy,odilistica,und,"Bogotá, D.C., Colombia",@RepMcGovern @Vivanco @mbachelet @CDIH @CNNEE #NosEstanMatando #SOSColombiaDDHH #EsmadAsesinos https://t.co/GUAJykAUEy
883,2021-06-21 12:53:20+00:00,1406958411749724171,"#Opinion| Así es en Colombia aparece en una bolsa la cabeza de un joven que fue secuestrado por el ESMAD y no pasa nada. Los colombianos estaban acostumbrados a la desgracia.
#NosEstanMatando 
#DondeEstanLosDesaparecidos",PrimeraLineacol,es,Colombia,"#Opinion| This is the case in Colombia, the head of a young man who was kidnapped by ESMAD appears in a bag, and nothing happens. Colombians were used to misfortune.
#NosEstanMatando 
#DondeEstanLosDesaparecidos"
884,2021-06-21 12:44:42+00:00,1406956242212372489,"Hoy día crítico para cali. Anuncian bloqueos. Los vándalos #NosEstanMatando de hambre sin trabajo. Sin poder salir a comer. Apoyemos a @PoliciaCali @PoliciaPacifSur @Diego_Molano @Horadelaverdad con un alcalde corrupto, permisivo e incompetente @jarizabaletaf de nuevo caos. 🆘",alexitomd,es,cali colombia,"Today critical day for Cali. They announce blockades. Vandals #NosEstanMatando of hunger without work. Unable to go out to eat. Let us support @PoliciaCali @PoliciaPacifSur @Diego_Molano @Horadelaverdad with a corrupt, permissive and incompetent mayor @jarizabaletaf chaos again. 🆘"
