,User,Location
5857,olayplaya,Colombia
5858,cathe_ch,Bogotá
5859,LauraMu45899542,
5860,julianh32639498,
5861,Karencita_neira,
5862,jparboleda,
5863,Mr_titoVarela,
5864,kikpardeli,"Bogotá, D.C., Colombia"
5865,Antimamertoides,"Bogotá, D.C., Colombia"
5866,Jorgesanz1986,Polombia
5867,Migueof7,Atlántico
5868,aleksandersanta,
5869,Monedadecuero,
5870,FrancoCoronelL,Bucaramanga - Ocaña
5871,ocaleno,"Bogotá, D.C., Colombia"
5872,Zanahor06413598,
5873,derlilopeza,Colombia 
5874,Rojasolanocris1,
5875,Claudia42273976,"Medellín, Colombia"
5876,nemesix,Parakistan
5877,cero_estacion,
5878,sumemos2,
5879,juan83939671,
5880,UCafetero,"Cundinamarca, Colombia"
5881,JMarinZ1,
5882,joismtorres,
5883,Berrancolico,Colombia
5884,lagroceria,Colombia
5885,cacerolo80,
5886,FerneyBarrera12,
5887,jhon_44,
5888,DocAmarylis,
5889,fahozu,Magister en Potencia 
5890,shaday31197882,
5891,jramirezricardo,Colombia
5892,Soy_Piamontes,"Santa Marta, Colombia"
5893,Warirreverente,Colombia
5894,angieypg,Colombia -Bogota
5895,witller,"Bogotá, D.C., Colombia"
5896,Julio19772308,
5897,Nehsho,
5898,JuanSebaDeSanti,
5899,JuanEsteban090,
5900,felixforero1,
5901,Abelopar,
5902,ComunesCoL,Colombia
5903,Jhondeibercr1,
5904,UnionTic,"Medellín, Colombia"
5905,172010_berrio,"Medellín, Colombia"
5906,FabianEGHz,
5907,GretaEnss,"Barcelona, España"
5908,terracotx,
5909,ManjarrezRoque,Colombia
5910,clarahelena17,Envigado
5911,observadorsmart,"Bogota, Colombia"
5912,Miguecasta7,"Guarne, Antioquia"
5913,TatianaVasco_,Bogotá - Colombia 
5914,DanielPrensaTV,"Bogotá, Colombia"
5915,armandooviedo5,
5916,Maximo_NoriegaR,
5917,QuinteroMiss,
5918,sico61830880,
5919,Liliana11242207,
5920,algogo40,
5921,vicorresa,"Bogota, NJ"
5922,legsesoluciones,"Medellín, Colombia"
5923,difvi,Cali
5924,ColCuarentena,"Medellín, Colombia"
5925,_otavo_,"Bogotá, D.C., Colombia"
5926,jfern1964,"4.688238,-74.080682"
5927,elavisperomov,"Bogotá, D.C., Colombia"
5928,Pataco_pisao,
5929,AlejoCallejasM,"Bogotá, D.C., Colombia"
5930,ElTostadote,
5931,reciclait,"Medellín, Colombia"
5932,pastorcarlosjon,
5933,jeavilam0,"Ibagué, Colombia"
5934,avotarjoven,colombia
5935,PaisPosibleInfo,Colombia
5936,ccverdad,
5937,DiegoA3110,
5938,FabianMolinaB,
5939,alvaritocotes,Colombia
5940,raulndrs,Popayan
5941,everodrigo,"Bogotá, D.C., Colombia"
5942,JonatanAgudelo8,
5943,Corsocial2,"Ibagué, Colombia"
5944,Liliana29593207,
5945,TotalZenith,México
5946,ewak___,En Tus Nalgas 
5947,ledojp72,ciudad rica con muchos pobres-
5948,acebnacional,Bogota Colombia
5949,kalloto,"Bogotá, D.C., Colombia"
5950,JaviGuacaneme,"Bogotá, D.C., Colombia"
5951,Telascanto4,
5952,GironTarquino,Polombia
5953,princes777888,Países Bajos 
5954,Criobbox,Bogota D.C.
5955,johansu95524345,
5956,IRONICOREALIST,Colombia
5957,WilliamBAbogado,Bogota D.C
5958,metalico_ajana,Uberrimo
5959,nikottesla,"Cataluña, España"
5960,AsiOmass,"Cali, Colombia"
5961,Mao_Sanmiguel,Bogota
5962,enrique06924235,
5963,marinocontrer17,"Medellín, Colombia"
5964,LuisDiaz1086,"Cali, Colombia"
5965,JoseRojas979,"Bogotá, D.C., Colombia"
5966,EFRAINHS,Colombia
5967,alvarez_m67,"Houston, Texas, USA"
5968,ManuZamo,Bogotá (Colombia)
5969,magatorres,Colombia
5970,NuitNoire27,"Bogotá, DC, Colombia"
5971,pittercorr,valle del cauca
5972,Mario_Villa13,"Pasto, Colombia"
5973,JuanPabloGallo,"Pereira, Colombia"
5974,ximecubides41,
5975,fabitogoma,
5976,lramosmaria1969,
5977,unaneamarica,
5978,Yulisugi_,COLOMBIA
5979,pjamesac,"Tunja, Colombia"
5980,cesarserrator,Ibagué
5981,fegucorrea,"Medellín, Colombia"
5982,IanMSarabia,Colombia
5983,luceroespirtual,"Pensilvania, USA"
5984,soloyosurtol,Sur del Tolima Colombia
5985,RUDAGASA,
5986,lucionavarroe,"Manizales, Colombia"
5987,Lucero83250346,
5988,AlbeniAmir,
5989,CarlosCaputo_R,Colombia
5990,diesal85,
5991,LeonFredyM,"Bello, Colombia"
5992,EddAsecas,A tropezones ando.
5993,maximayer19,
5994,AlbanComunes,
5995,TiaLechuza,
5996,yair_ender,"Cúcuta, Colombia"
5997,MeeCecilia_17,"Mérida,  México."
5998,cris02002,Colombia
5999,tato0611,
6000,redkatzen,
6001,sergio_moli,Armenia. Quindio.
6002,Fredymanco,Colombia
6003,daninson15,Colombia
6004,FitzgerDiana,Colombia
6005,james_jr_villa,
6006,FerreolTerror,Colombia
6007,PATRIOTA510,
6008,sKaCuBiLLiTos,El Mundo 
6009,nvonacionalista,“Non nobis Domine non nobis sed Nomini Tuo da gloriam”
6010,AleksRichard,
6011,M147Moses,
6012,marel_mx,"Bogotá, D.C., Colombia"
6013,LorenSofiaZ,Colombia
6014,lina_lo8,Medellín- Colombia 
6015,williamalgarra,
6016,OriginalKarol,MichiySuku
6017,agudeloro,colombia
6018,WILLIFERSICA,BOGOTA
6019,nidiaegv,
6020,rafaelonate,valledupar (cesar)
6021,SandraComunes,"Bogotá, D.C., Colombia"
6022,slaudicina,Colombia
6023,JoseNeviRM,"Bogotá, D.C., Colombia"
6024,cafenofilo,Santander 
6025,tejera_jairo,"Bogotá, D.C., Colombia"
6026,Servilogistica5,
6027,Alcalde1169,"Bogotá, D.C., Colombia"
6028,JHONJAIROV,
6029,lamermeladanoti,Colombia
6030,waldaana1,
6031,juandapanda01,
6032,alexosoga1,
6033,Laurandrec,
6034,jlmolinares,Barranquilla. Colombia
6035,juanpenagosc,"Sopó, Colombia"
6036,AndresMacias,"Bogotá, Colombia"
6037,Adelante_Col,Colombia
6038,mavi698,"Cali, Colombia"
6039,luisfdoarcon,Colombia
6040,Juan00504554,
6041,VeronikaArella2,
6042,LaConch90293596,"Valle del Cauca, Colombia"
6043,rjpcomunero,"Bogotá, D.C., Colombia"
6044,Nydia1953,Bogotá
6045,RichardPerezDo2,
6046,femarquez14,
6047,JuanManVi,"Cali, Colombia"
6048,Salamac,Colombia
6049,byronadolfovald,Bogotá
6050,rubenalvarezc,"Medellin, Colombia"
6051,hfelipehb2018,"Bucaramanga, Santander."
6052,OpDiletante,
6053,mapaesgu,
6054,ElSatrapa_,"Albuquerque, Cundinamarca"
6055,JairToro6,Copacabana/Antioquia
6056,a2371028,
6057,sofiapgutierrez,Colombia
6058,MaraQuintero21,
6059,phoetapholitico,"Medellín, Colombia"
6060,MileContrerasG,"Tunja, Colombia"
6061,MIGUELRAMONPYM,"Bogotá DC, Colombia"
6062,NOBLEGuerrero12,
6063,Davidc926,
6064,YamilaSantosS,
6065,robertpenuela,
6066,CristhianShaves,"Bogotá, D.C., Colombia"
6067,mandingo_og,
6068,juanf2p,Colombia
6069,FelipeCano2021,
6070,CarlosA90758944,"Tibú, Colombia"
6071,sebastianchis,
6072,DilianFrancisca,"Cali, Valle"
6073,BENDER_ADVENGER,Colombia
6074,gordojocape84,
6075,usuariotwo,
6076,CesarABT76,"Bogotá, D.C., Colombia"
6077,asintomtico4,
6078,NataParaca,"Bogotá, D.C., Colombia"
6079,VeraMeylin,Colombia
6080,HerminiaSnchez5,
6081,Fernand75841993,
6082,Charlieblackbe3,
6083,Cabustamante11,"Pereira, Colombia"
6084,Noimpor46013451,
6085,berenicebedoya1,"Antioquia, Colombia"
6086,ficobodeguita,Colombia
6087,AnSalenero,
6088,Edison86378877,
6089,tokinaki,Señor en ti espero y confio.
6090,Jriosru93,"Medellín, Colombia"
6091,DuvanMaurici,
6092,_UnO_F,Polombia 
6093,mastrxsviento,BOGOTA
6094,alirio_don,
6095,FreddyCoyG,
6096,Santto50634537,
6097,alex_celist,
6098,felipe_alvaran,Colombia
6099,manuelazuly1,
6100,EliasPalomeque,Colombia
6101,AlrekCo,Colombia
6102,Michicus1,
6103,NayeliMartin9,
6104,negro871511,
6105,MisterThunder,Bucaramanga - Madrid
6106,rafaelnoyagar,Santa Marta Col.
6107,julioaorozco,"Barrancabermeja, Colombia"
6108,jjospinab,colombia
6109,colombog7,COLOMBIA EL MEJOR VIVIDERO
6110,SenorDerecha,"Bogotá, D.C., Colombia"
6111,elvirammar,
6112,DylanLizarazo1,"Bogotá, D.C., Colombia"
6113,Stefan92117122,
6114,industriasdysa,"Cali, Colombia"
6115,HeyOpino,#REFERENDOYA
6116,elpensante001,Colombia
6117,MiguelA39928832,
6118,OrientadosO,
6119,andavila197926,
6120,BryanYellow66,
6121,carlosg52472492,
6122,Marques73583844,"Cali, Colombia"
6123,davidnesher,"Mendoza, Argentina"
6124,rodrigodoble0,
6125,dontamalio,"Ibagué, Colombia"
6126,jorgeivl,"Medellín, Colombia"
6127,MIGUELP77895620,
6128,dantsisrojas,Bogotá
6129,AndresSuarez724,
6130,Aldeana67944701,
6131,CesarAl01018642,
6132,Camiloenz,Bogotá - Pasto
6133,lcolmenaresr,"BOGOTÁ, D.C."
6134,EmmaClaudiaC,Bogota
6135,monik_amaya11,
6136,gustavoadotor,"New York City, New York"
6137,Manuel_vodniza,
6138,riveros_molano,
6139,jorgitoemiliano,Colombia
6140,SuMamerto,"Chía, Colombia"
6141,hernanhavs,"Bogotá, D.C., Colombia"
6142,NoticiasRios,"Los Ríos, Chile"
6143,AlbertVillarru1,"Barranquilla, Colombia"
6144,wafcvr,Manizales
6145,KalleyMovil,Colombia
6146,Miguellvaro9,
6147,_SofiaMarin_,"Bogotá, D.C., Colombia"
6148,JohnfMsbt,pto berrio
6149,johanbedoya47,"Peñol, Antioquia, Colombia"
6150,Paysantndereana,
6151,juano191,Bogota - colombia
6152,Chap02906556,
6153,MrGaminGrey,Macondo..✌️
6154,DuvanOrdez1,
6155,GUSTAOV95,"Calima, El Darién."
6156,CASANTAMARIA,COLOMBIA
6157,EmmaYah33, CITY YEHOVÁH 
6158,JuangalinJuan,"Medellín, Colombia"
6159,marcelacamero2,
6160,charlieco19,
6161,Joaquin90998249,
6162,memorias_col,Bogotá
6163,judith_polo, bogota  
6164,beckycita98,
6165,Ernesto89787697,
6166,davidLeonardo,Desde el lugar de la Noticia 
6167,cesararboleda,cali colombia
6168,edwarley22,
6169,TrEsEs_,"Manizales, Colombia"
6170,sandra_oyuela,Bogota
6171,Insurgente_88,
6172,2bdc7ef1a075498,
6173,yolitaroja,"Bogotá, D.C., Colombia"
6174,Isab_024,
6175,jhonjamesOG,Colombia
6176,JimenaCastill11,
6177,Oscar33994669,
6178,JhonnatanOviedo,"Montería, Colombia"
6179,cesarleal1975,cali colombia
6180,SaBrand01,"Bogotá, D.C., Colombia"
6181,luciarobleslu,"Barranquilla, Colombia"
6182,javipradamusic,de Colombia
6183,IvanDarioGavir3,"Arauca, Colombia"
6184,galin_enrique,"Bogotá, D.C., Colombia"
6185,Pisangas,Colombia
6186,camilodelgadoh,ibague
6187,Alejand74788105,
6188,Yo_Embeleso,Planeta Tierra
6189,anatiboll,DEPTO NARIÑO
6190,jonjandy,
6191,Marafer92696078,
6192,elviamaria0903,Con la cabeza dandome vueltas
6193,juanrue52579841,
6194,fjgonzalezj,Colombia
6195,LESComputer,"Barrancabermeja , santander"
6196,camito78,
6197,eventosyservic1,Bogotá Colombia
6198,afpinedarios,
6199,trinopaminondas,Aquí
6200,HDUEAS,COLOMBIA
6201,Yulinocua,
6202,TeAmColombia18,
6203,jairoceballos,HELL
6204,albaricoque3929,
6205,patguer11,"Washington, DC"
6206,VerdadEnCrisis,
6207,SusanaCelmira,
6208,crislondonod,Colombia
6209,Avilosky_05,Bogotá
6210,DeGreiff,"Envigado, Antioquia"
6211,un_calle,"Bogotá, D.C., Colombia"
6212,Elijamos_Bien,"Cali, Colombia"
6213,AlzateVirgilio,
6214,DigenesArrieta1,
6215,heinermina29,
6216,JJMC0811,
6217,eliasargoti1,"Cali, Colombia"
6218,BolivarTeodora,"Bogotá, D.C., Colombia"
6219,robertoriverosa,"Bogotá, D.C., Colombia"
6220,giortega75,
6221,arielzambrano68,
6222,danield51030727,
6223,GuillermoLGAri1,"Cauca, Colombia"
6224,MarcoMendivelso,colombia
6225,aarboledam,
6226,Otro_Indignadoo,
6227,GandalfCriollo,"Chicago, IL"
6228,Pedro_Leyva,"Norte de Santander, Colombia"
6229,AbogadoLitigios,"Bogotá, Colombia"
6230,Jairo20John,MEDELLÍN A MUCHO HONOR.
6231,INLOMEGA,bogota
6232,anfemove,
6233,JUANFER83156640,"Rionegro, Colombia"
6234,Humberto3049,
6235,luiscarloscante,
6236,CacerolaR,
6237,Andrescerong,Cali - Colombia
6238,JGalloComunes,"Bogotá, D.C., Colombia"
6239,OscarNa82375380,
6240,LesterDavidCam1,
6241,ObservatorioHi2,
6242,GuzmanBogota,
6243,MAURICI31449902,
6244,vladochave,Hermoso lugar
6245,RafaelADelgado7,
6246,josegabrielfons,
6247,NunezArciniegas,
6248,Ivan65176500,
6249,SrCuloOpinador,
6250,porraspacho,Colombia 
6251,mauriciorinco18,
6252,Elberraquillo,
6253,LeeHzll,Polombia
6254,Nicolasri191,
6255,riteojim,Colombia
6256,larocantc,COLOMBIA
6257,BlancaC34111157,
6258,jonathanelvis,Bogotá-colombia
6259,FarithTulio,"Pueblo Nuevo, Colombia"
6260,milena_amaya_,"colombia, Armenia Quindio"
6261,marvinmedina,Miami - Bogota
6262,LaPazColombiani,Barranquilla - Colombia.
6263,PartidoASI_,
6264,john44263648,"Bogotá, D.C., Colombia"
6265,frank528,"Bogotá, D.C., Colombia"
6266,CarlosARiosL,"Cali, Colombia"
6267,Ana_Fernanda20,"Bogotá, D.C., Colombia"
6268,otroqvinoajoder,
6269,Rossyross17,"Cali, Colombia"
6270,andpilhi,
6271,aliciasarmiento,Cali-Colombia
6272,Juancho74131,
6273,siemprestareaki,
6274,ClaraLuna1966,Reino de Arabia Saudi
6275,Martinelias66,
6276,florazulvioleta,Valle del Cauca & Bogota DC
6277,Esteban93468693,
6278,AngelaBolanos17,"Popayán, Colombia"
6279,mls2042847,Colombia
6280,oscaredilher,
6281,christianmatiz,"Cali, Colombia"
6282,fabermunoz1,"Popayán, Colombia"
6283,CULEBR0,"Medellín, Chibchombia."
6284,jpradach1,Bucaramanga
6285,RoberCuello,Colombia
6286,DiegoPintoDiaz,
6287,FelipeR098,
6288,rahlspeedy14,
6289,HernandoFranc0,
6290,gloripatro17,"Bogotá, D.C., Colombia"
6291,julibenacho,"Bogotá, D.C., Colombia"
6292,IVANORLANDOCon1,
6293,25Jc4,Colombia
6294,fabiofruizr,"Bogotá, D.C., Colombia"
6295,JHERUS,"Cartagena, Colombia"
6296,TruthColombia,"Bogotá, D.C., Colombia"
6297,barreraulises,Colombia
6298,Rjuajuajuan,
6299,EleMartinez21,
6300,UberleyRivera,
6301,Joseaco83845558,
6302,AnyurisTinoco,
6303,MiltonRm12,"Cúcuta, Colombia"
6304,largo_aqui,
6305,AndreSaenzSoto,
6306,Elpepe57436283,
6307,Yezzzy1Felix,"La Fosa Común, Polombia"
6308,MetauteRestrepo,"Medellín, Antioquia "
6309,clarisbta,
6310,angieram51,
6311,Javier_ot9876,
6312,Ricardo_ARANGO_,"Ile-de-France, France"
6313,Fennix73,Colombia
6314,ManFernandez3,
6315,PaulFranck1,"Manizales, Colombia"
6316,SEDEBUENAFUENTE,
6317,Cirodelg,Popayán
6318,OrlandoCortesg2,Colombia
6319,Pass17oficial,Colombia
6320,raul_acostap,"Bogotá, Colombia"
6321,TatanQuintero5,"Palmira, Colombia"
6322,juarnales,Bogotá 
6323,HULOVI1,
6324,pulgarinfreddy,
6325,Yaizass54,En la naturaleza
6326,AmarisCampo,
6327,GarabatoG,"Bogotá, D.C., Colombia"
6328,Szyslaky3967,"Medellín, Colombia"
6329,EVJ772,"Cúcuta, Colombia"
6330,Nexandes,
6331,Katheri56171772,
6332,Leobardocorred1,
6333,Monte00Lorena,
6334,Perseo7o,
6335,lexotuta,United Estates
6336,Orlandorcu,"Bogotá, D.C., Colombia "
6337,Mazcar17,
6338,cyplazas,"Sogamoso, Colombia"
6339,jitomitsu,Bogotá
6340,GerardoVegaMed,Colombia
6341,patodu35,"Quindio, Colombia"
6342,guitardedos,
6343,alejandrorangar,
6344,Arthur011373,"Bogotá, D.C., Colombia"
6345,ascendenthe,
6346,malpensante19,Medellín
6347,asiestayya,"Soacha, Colombia"
6348,Laputapolitica,"Medellín, Colombia"
6349,Doblaa_,
6350,8409dario,"Bogotá, D.C."
6351,c9a11bf6ad3e447,"Cúcuta, Colombia"
6352,SrSueno,"Hell, Michigan, USA"
6353,ConnieAlfonso5,"Bogotá, D.C., Colombia"
6354,MocionesVida,"Cali, Colombia"
6355,laos1950,
6356,hansolo041979,"Knoxville, TN"
6357,Harry68987419,
6358,alexsaray,Bogota
6359,AlejoTorresQuin,
6360,CardonaEvlin,
6361,rodolfomedinar3,"Bogotá, D.C., Colombia"
6362,Usedcloned,Colombia
6363,GermanSalazar07,"Virginia, USA"
6364,LaPiranamuecaco,
6365,CarvieiraRave,
6366,JohnBermudezG,"Bello, Colombia"
6367,fabian_amadeo,
6368,pepitap926,Planeta Tierra
6369,Nimi27988415,
6370,PizarroMariaJo,"Bogotá, D.C., Colombia"
6371,AlbaLu2012,Bogotá
6372,AdrinZigaEstra1,
6373,SergioAMurcia94,"Cúcuta, Colombia"
6374,wilmarclavijo,Colombia
6375,JorgeBa71800351,
6376,jorgeguevarafz,"La Guajira, Colombia"
6377,Carlos77368086,
6378,proteoandante,"Bogotá, D.C., Colombia"
6379,patriciamohe,
6380,akhenatton_,
6381,prudenciosamaca,"Samaca (Boyacá), Colombia"
6382,ElQueLosCritica,Colombia
6383,REDC69,COLOMBIA    
6384,PadillAnibal,Bogotá
6385,TorresVictorH,
6386,AndresMoncayoG,
6387,edicsonandres1,Colombia
6388,jua11se,Caldas-Colombia
6389,fabioandresp,CHINCHINA CALDAS
6390,SomosEnMarcha,Colombia
6391,francko1974,Bogotá D.C
6392,j_ames84,"Villavicencio, Colombia"
6393,juanito2525,
6394,Tonnypalenciac,Cartagena
6395,Rubenchoelzorro,
6396,HHeraque,
6397,leonsarmiento,"Cartagena, Colombia."
6398,CharlyMunevar,
6399,JorgeMo60104914,
6400,LaClavijo_,Bogotá
6401,Joanscortes,"Bogotá, D.C., Colombia"
6402,Orlando40658394,
6403,MauledouxNorma,"Pereira, Colombia"
6404,sexofspeak,
6405,Agufonse,Colombia
6406,MrSatan88,
6407,CurreaAndresH,Colombia
6408,brian_fuentez,"Bogotá, D.C., Colombia"
6409,Augustoagudelu,
6410,sebasarte,bogota  colombia
6411,darwin_an95,"Aguachica, Colombia"
6412,petervella11,
6413,AdrianM99335339,
6414,alhajasid,Ibagué-Colombia
6415,SanandoHistori2,
6416,JosIMercado2,
6417,Prada355,
6418,GREENINK7657,Colombia
6419,joharbadel,"Bucaramanga, Colombia"
6420,Wilmerlealp,"Sogamoso, Boyaca"
6421,nalonso74,
6422,AlvaroR85562709,
6423,InstitutoMerani,Bogotá - Colombia
6424,bluesnata,"Bogotá, D.C., Colombia"
6425,RobinsonLopezA,"Medellín, Colombia"
6426,buenfranco,"Medellín, Colombia"
6427,Wiyiam,"Bogotá, Colombia"
6428,angelikb_maria,
6429,Dreadvid,Bogota
6430,Army_Sergeant_,Bogotá
6431,elkinandresrome,"Medellín, Colombia"
6432,lcaladua,Colombia
6433,matro_o,
6434,diosasdelporno_,Colombia
6435,Ginnisjasdil,
6436,AfricanoGil,
6437,chirrimaria1,
6438,Maria_LeonorP,Colombia
6439,hemedinac,
6440,BlancaMRuiz,Bogota
6441,HectorOlayaJaco,"Valledupar, Colombia"
6442,Aladiestra1,
6443,daniel_bystereo,Donde la comadre de su madrina
6444,PEDROCA76994100,
6445,LeonPkva,
6446,luznellyg0976,"Manizales, Colombia"
6447,FAceldas,
6448,Atilaelreyunos,La conciencia 
6449,Arturo_alvis,"Cartagena, Colombia"
6450,giancarlobondin,
6451,FisicoImpuro,"La Fosa Común, Polombia"
6452,luchocalidad,
6453,lfsandoval71,
6454,maparoga,
6455,pepoalejo,Bogota
6456,Ralopezco6,"Bogotá, D.C., Colombia"
6457,Emily93646742,
6458,ROSITAGUEVARA17,
6459,eugeniamass57,
6460,montoyalf,
6461,ArmandoVillotaE,"Pasto, Colombia."
6462,afelipejimeno,"Bogotá, D.C., Colombia"
6463,JohnSegoviaBaez,
6464,MaraDol24716418,
6465,ViejoEdy10,Bogotá D.C. Colombia
6466,elososaurus,
6467,Catalina2002,"Manizales, Colombia"
6468,GonzaloEugenio5,"Medellín, Colombia"
6469,crisssoul,"Bogotá, D.C., Colombia"
6470,patrimarsan25,
6471,AndreesGomeez,medellín
6472,Daniiconde2,"Bogotá, Colombia"
6473,kamilopez2019,"Popayán, Colombia"
6474,HenryBe17205953,New York
6475,willdher,La Palma
6476,joseadan75,
6477,FabianPatarroy1,Armenia-Quindio
6478,BastoAlma,
6479,Cefoquin,"Cartagena, Colombia"
6480,DianaQuirosPh,"Medellín, Colombia"
6481,HERACLITOL,"Bogotá, Colombia"
6482,johnharoldg,Ibague -Tolima
6483,JuanPabloCalvas,"Bogotá, D.C., Colombia"
6484,AlmeidaAyarit,
6485,AvionetaTriste,Bogotá - Cali - Colombia
6486,EdwardV86834919,"Cartagena, Colombia"
6487,SandraMCita,
6488,leonardojo3,
6489,AlbeiroCardonaR,
6490,nestoriano,Medellín
6491,Gildard85733267,"Envigado, Colombia"
6492,foodconciencias,
6493,wmurillo71,Medellín
6494,THEOROSIURIS,
6495,luzele0120,
6496,martacgu,"Medellín, Antioquia"
6497,NelsonReyes13,Bogota - Colombia
6498,juanitacatano,Cali
6499,edwinquintero,Piedecuesta-colombia.
6500,PissoHenry,"Bogotá, D.C., Colombia"
6501,robertoasalgado,
6502,iGrockON,
6503,luis_ro87,
6504,germanvrgs,"COLOMBIA, Bogotá."
6505,David_Miranda__,hay mismo
6506,Blabla11875537,
6507,JOHNGARZONLEON,Ibague
6508,cgabrielvg,"Chía, Colombia"
6509,suarezduranrica,
6510,PattyBello2,
6511,labrujakvuela, En algún bosque encantado
6512,sanlia999,
6513,EderMunozEscala,Bogotá
6514,BogotaSoy,
6515,Pipekmacho,"Cali, Colombia"
6516,alonsoceres1,"Medellín, Colombia"
6517,flamihup,"Bogotá, D.C., Colombia"
6518,javila370,
6519,ale_1982_,Bogota
6520,sigisalazaro,"Pereira, Risaralda"
6521,CamilaL75539792,"Bogotá, D.C., Colombia"
6522,carlosfer333,Cali
6523,AngelinaYunes,Barranquilla
6524,Edgar4256,
6525,yaNOmascolombia,
6526,camo_lo,Australia
6527,luzandrade8263,"Bogotá, D.C., Colombia"
6528,kkotrino,every where
6529,LFVanegasC,Pereira Colombia
6530,vittorio4,"London,ON.Canadá"
6531,ANDRES5837,"Armenia, Colombia"
6532,girodriguezc,Bogotá D.C
6533,felixtigo,
6534,84LOBO,
6535,thomasont_,"Pasto, Colombia"
6536,a_siniestra,
6537,PachoBran,Medellín
6538,andresidarragaf,"Bogotá, D.C., Colombia"
6539,JuanPalacio2018,"Armenia, Colombia"
6540,GloriaM61303702,
6541,kpruiz19,"Barranquilla, Atlántico"
6542,GatoMota,País de Nunca Jamás 
6543,JulianPineda_R,"Bucaramanga, Colombia"
6544,joremilio_3,BOGOTA
6545,kikepinerospaz,
6546,JhonBernalC_,Colombia
6547,michelleobandoc,Cali 
6548,PactoHistoricoY,
6549,AndresGaitanU,
6550,Bivian98976624,
6551,ToledoAcebedo,
6552,APOLOC8,Delaware
6553,vozdetrueno03,"colombia ,cartagena"
6554,canossafrank,"Bogotá, D.C., Colombia"
6555,Felox70,Bogotá D.C.
6556,jecorrea55,
6557,santiagopolis,"Tampa, FL"
6558,gloritamontoya,
6559,HenryOpina,
6560,josephquiroz27,"Santander, Colombia"
6561,RDRIVERA,"Rionegro, Antioquia"
6562,EliseoCampos20,Bogotá 
6563,samtoy20,
6564,wilsonjatafur,
6565,theboris78,
6566,jucaparbol,Antioquia
6567,Daniel_bernal37,
6568,joselitocarnava,Bogota
6569,Jairovolpe1,"Barranquilla, Colombia"
6570,FelipeCayetano3,
6571,LEFLECRUZ,Ibague
6572,javiorozco86,Colombia 
6573,fatherdj20,"Bogotá, D.C., Colombia"
6574,fannymar05,
6575,Rafaristizabal,"Bogotá, D.C., Colombia"
6576,BelisaurioRex,Banana Republic
6577,aliskaird,"ÜT: 10.6121364,-72.9733973"
6578,juguga,
6579,FedeRomeroC,PESCAITO COLOMBIA 
6580,Charliegar6,"Ibagué, Colombia"
6581,NestorTours,Colombia
6582,Marobo71,
6583,lcgomezl,
6584,ivanlas31,bogota
6585,montezuma4max,
6586,DanielSamperO,Bogotá
6587,ECLIPSE93041968,
6588,adelve3,FUNDACION - MAGDALENA
6589,jho_______,"Bogotá, D.C., Colombia"
6590,jorgeadrianmu,"Popayán, Colombia"
6591,ConductoresBAME,"Medellín, Colombia "
6592,Carlos03498621,Colombia
6593,AstridSaldaa10,
6594,TutoCaicedo,Bogota
6595,JorgeValHammond,"Bogotá, D.C., Colombia"
6596,Alejandroliz11,Colombia
6597,LALITOON,colombia
6598,La_Sachica,
6599,nechoalvarez,Bogotá - Colombia
6600,AnamarlGarcia,Bogotá Colombia
6601,acastel,Internet - Libre
6602,EJuenzamo,"Bogotá, D.C., Colombia"
6603,luismipinto71,"Bogotá, D.C., Colombia"
6604,NEPTUNO92073415, 🇺🇸
6605,Collazosjose1,
6606,BettyCortesRod1,Colombia
6607,martha_spoerri,
6608,LidaAguillon,
6609,CesarJerezM,Colombia
6610,Alparaco_6402_,"Floridablanca, mano"
6611,Emprendedorcri1,
6612,IngJavierB86,Bogota
6613,Mr_Km,Medellin - Colombia
6614,AngeMartinezT,Bogotá-Colombia
6615,Juandi2341,
6616,DiegoalejoUC,colombia
6617,jimmyza66,
6618,nukanchy,Cali Colombia
6619,Cortes_Kinder,https://youtube.com/channel/UC
6620,tavo2366,
6621,Teaall7,"Fonseca, Colombia"
6622,juanferdiazne,"Montería, Colombia"
6623,Pedro13051974,
6624,eliamvillalba,en cualquier parte del mundo
6625,pachajoa68,
6626,CarlosS27625519,
6627,RAFAELCOLOMBIA,"Bogotá, DC, Colombia"
6628,giovas16,Bogotá
6629,Correa7Jaime,"purificacion, tolima"
6630,CamiloAng2801,"Bogotá, D.C., Colombia"
6631,MementusUp,
6632,olgasaray75,
6633,LaMonaFernandez,"Bogotá, D.C., Colombia"
6634,caretoche,
6635,evargasd,"Bogotá, D.C., Colombia"
6636,Moro_kuni,
6637,Loucypher0,"Bogotá, D.C., Colombia"
6638,luisjavier1006,Colombia 
6639,fercholoza,Colombia
6640,BeatricitaTauro,Mamertolandia
6641,lfer76,"Amazonas, Colombia"
6642,CamiloG90377601,
6643,GORAmirorozco16,Bogota
6644,LuchoArizaP,Colombia
6645,VelozMike21,
6646,CamiloRomero,Colombia
6647,jtovar_sofia,"Bogotá, D.C., Colombia"
6648,carolinaenparo,
6649,JaoElvia,De aquí y de allá.
6650,Alma96588105,
6651,GermanPalmatv,
6652,wilsontorresj,"Berlingo, Lombardia"
6653,andresmuvi,Colombia
6654,Brianjosue,"Medellín, Colombia"
6655,CadhubevV,Colombia
6656,CesarPatiogarc1,
6657,midasmckalister,El Carajo 
6658,pabautistaq,
6659,juanca908,
6660,VillavoEsUnMeme,
6661,rubenlozanopena,
